,Prefix,Last,First,Suffix,FilingType,StateDst,Year,FilingDate,DocID
3765,HONORABLE,ALTMIRE,JASON,,T,PA04,2013,1/10/2013,8209650
3766,HONORABLE,AMASH,JUSTIN,,O,MI03,2013,5/14/2013,8210794
3767,Mr.,Amash,Justin,,O,MI03,2013,5/14/2014,10001877
3768,HONORABLE,AMODEI,MARK E.,,O,NV02,2013,5/15/2013,8211956
3769,Mr.,Amodei,Mark E.,,O,NV02,2013,5/15/2014,8215264
3770,,ANDEL,ELLEN,,O,FL18,2013,7/17/2013,8212622
3771,,ANDERSON,IKAIKA,,O,HI01,2013,9/11/2013,8213107
3772,,ANDERSON,QUENTIN ANTHONY,,D,LA06,2013,10/17/2013,8213249
3773,HONORABLE,ANDREWS,ROBERT E.,,O,NJ01,2013,5/14/2013,8211957
3774,,APPEL,STACI,,X,IA03,2013,8/5/2013,8212798
3775,,APPEL,STACI,,O,IA03,2013,10/24/2013,8213314
3776,,ARKOOSH,VALERIE ANN,,X,PA13,2013,5/15/2013,8210454
3777,,ARKOOSH,VALERIE ANN,,O,PA13,2013,6/19/2013,8212350
3778,,ARTERBURN,TONY EDWARD,JR.,D,TX04,2013,5/24/2013,9103146
3779,,ASSAD,MIKE,,O,NJ02,2013,7/15/2013,8212565
3780,HONORABLE,AUSTRIA,STEVE,,T,OH07,2013,2/21/2013,8209884
3781,DR.,BABIN,BRIAN,,O,TX36,2013,2/6/2014,8213998
3782,,BACA,JOE,,O,CA35,2013,5/14/2013,8210788
3783,HONORABLE,BACA,JOE,,T,CA43,2013,11/30/2012,8209504
3784,HONORABLE,BACA,JOE,,T,CA43,2013,1/31/2013,8209747
3785,HONORABLE,BACHMANN,MICHELE,,X,MN06,2013,5/17/2013,8210532
3786,HONORABLE,BACHMANN,MICHELE,,O,MN06,2013,6/13/2013,8212267
3787,Mrs.,Bachmann,Michele,,O,MN06,2013,6/12/2014,8215718
3788,Mrs.,Bachmann,Michele,,X,MN06,2013,5/13/2014,8214882
3789,Hon.,Bachus,Spencer,,A,AL06,2013,10/17/2014,10004511
3790,Hon.,Bachus,Spencer,,O,AL06,2013,8/13/2014,10003963
3791,Hon.,Bachus,Spencer,,X,AL06,2013,5/19/2014,9105247
3792,HONORABLE,BACHUS,SPENCER,,X,AL06,2013,4/15/2013,8210105
3793,HONORABLE,BACHUS,SPENCER,,O,AL06,2013,8/14/2013,8212965
3794,HONORABLE,BALDWIN,TAMMY,,E,WI02,2013,6/13/2013,8212266
3795,HONORABLE,BALDWIN,TAMMY,,B,WI02,2013,5/2/2013,8210195
3796,,BALKEMA,CHRIS,,O,IL11,2013,5/17/2013,8210789
3797,HONORABLE,BARBER,RON,,A,AZ02,2013,6/13/2013,8212268
3798,HONORABLE,BARBER,RON,,O,AZ02,2013,5/15/2013,8211959
3799,Mr.,Barber,Ron,,A,AZ02,2013,8/26/2014,8216440
3800,Mr.,Barber,Ron,,O,AZ02,2013,5/14/2014,8215265
3801,,BARFIELD,JONATHAN,JR.,D,NC07,2013,10/2/2013,8213193
3802,,BARFIELD,JONATHAN,JR.,D,NC07,2013,10/21/2013,8213250
3803,,BARKLEY,MICHAEL J.,,O,CA10,2013,7/3/2013,8212498
3804,Hon.,Barletta,Lou,,A,PA11,2013,4/7/2015,10005024
3805,HONORABLE,BARLETTA,LOU,,A,PA11,2013,7/3/2013,9103181
3806,HONORABLE,BARLETTA,LOU,,O,PA11,2013,5/15/2013,8211960
3807,Mr.,Barletta,Lou,,A,PA11,2013,7/17/2014,10003680
3808,Mr.,Barletta,Lou,,A,PA11,2013,8/21/2014,10004218
3809,Mr.,Barletta,Lou,,O,PA11,2013,5/15/2014,10001098
3810,,BARNES,HOUSTON,,O,NC02,2013,1/8/2014,8213857
3811,HONORABLE,BARR,ANDY,,A,KY06,2013,6/20/2013,8212364
3812,HONORABLE,BARR,ANDY,,O,KY06,2013,5/15/2013,8211961
3813,,BARR,BOB,,A,GA11,2013,6/20/2013,8212352
3814,,BARR,BOB,,O,GA11,2013,6/18/2013,8212351
3815,Mr.,Barr,"Garland ""Andy""",,O,KY06,2013,5/15/2014,8215266
3816,,BARRON,ELIOT STEVENS,,D,LA05,2013,9/26/2013,8213190
3817,,BARRON,ELIOT STEVENS,,O,LA05,2013,10/14/2013,8213241
3818,HONORABLE,BARROW,JOHN,,O,GA12,2013,5/15/2013,8211962
3819,Mr.,Barrow,John,,O,GA12,2013,5/8/2014,10001608
3820,HONORABLE,BARTLETT,ROSCOE GARDNER,,T,MD06,2013,1/23/2013,8209695
3821,HONORABLE,BARTON,JOE,,A,TX06,2013,7/23/2013,8212626
3822,HONORABLE,BARTON,JOE,,O,TX06,2013,5/15/2013,8211966
3823,Mr.,Barton,Joe,,O,TX06,2013,5/12/2014,8215267
3824,HONORABLE,BASS,CHARLES F.,,T,NH02,2013,2/11/2013,8209823
3825,Hon.,Bass,Karen,,A,CA37,2013,10/16/2019,10028908
3826,HONORABLE,BASS,KAREN,,A,CA37,2013,10/23/2019,9115509
3827,HONORABLE,BASS,KAREN,,O,CA37,2013,5/15/2013,8211963
3828,Ms.,Bass,Karen,,O,CA37,2013,5/13/2014,10001058
3829,,BATTLE,GEORGE EDWARD,III,O,NC12,2013,7/24/2013,8212685
3830,,BAYNE,IAN L.,,D,IL11,2013,6/19/2013,9103178
3831,,BAYNE,IAN L.,,O,IL11,2013,10/9/2013,8213194
3832,,BEALE,ANTHONY A.,,O,IL02,2013,2/14/2013,8209871
3833,Hon.,Beatty,Joyce,,A,OH03,2013,11/20/2014,9105668
3834,Hon.,Beatty,Joyce,,A,OH03,2013,10/9/2015,10008724
3835,HONORABLE,BEATTY,JOYCE,,O,OH03,2013,5/15/2013,8211967
3836,Mrs.,Beatty,Joyce,,A,OH03,2013,5/15/2014,10002621
3837,Mrs.,Beatty,Joyce,,A,OH03,2013,8/11/2014,10004070
3838,Mrs.,Beatty,Joyce,,O,OH03,2013,5/15/2014,10002481
3839,Hon.,Becerra,Xavier,,A,CA34,2013,5/3/2017,10015582
3840,HONORABLE,BECERRA,XAVIER,,X,CA34,2013,5/16/2013,8210444
3841,HONORABLE,BECERRA,XAVIER,,X,CA34,2013,6/20/2013,9103152
3842,HONORABLE,BECERRA,XAVIER,,O,CA34,2013,6/28/2013,8212392
3843,Mr.,Becerra,Xavier,,O,CA34,2013,6/16/2014,10003382
3844,Mr.,Becerra,Xavier,,X,CA34,2013,5/15/2014,8214948
3845,,BELGARD,AIMEE,,A,NJ03,2013,5/22/2014,8215280
3846,,BELGARD,AIMEE,,O,NJ03,2013,12/20/2013,8213709
3847,,Bell,Robert (Bob) Capt,,D,LA06,2013,8/19/2014,8216414
3848,HONORABLE,BENISHEK,DAN,,O,MI01,2013,5/15/2013,8211968
3849,HONORABLE,BENISHEK,DAN,,A,MI01,2013,7/23/2013,8212628
3850,Mr.,Benishek,Dan,,O,MI01,2013,5/14/2014,10001391
3851,,BENSON,MICHAEL WAYNE,,O,MN01,2013,8/8/2013,8212833
3852,HONORABLE,BENTIVOLIO,KERRY L.,,A,MI11,2013,9/19/2014,9105414
3853,HONORABLE,BENTIVOLIO,KERRY L.,,X,MI11,2013,5/22/2013,8210693
3854,HONORABLE,BENTIVOLIO,KERRY L.,,O,MI11,2013,8/9/2013,8212840
3855,Mr.,Bentivolio,Kerry L.,,O,MI11,2013,8/12/2014,8216241
3856,Mr.,Bentivolio,Kerry L.,,X,MI11,2013,5/13/2014,8214883
3857,HONORABLE,BERA,AMI,,O,CA07,2013,5/15/2013,8211964
3858,Mr.,Bera,Ami,,A,CA07,2013,7/9/2014,8215924
3859,Mr.,Bera,Ami,,A,CA07,2013,8/11/2014,8216242
3860,Mr.,Bera,Ami,,O,CA07,2013,5/14/2014,8215671
3861,HONORABLE,BERG,RICK,,X,ND00,2013,11/30/2012,8209511
3862,HONORABLE,BERG,RICK,,T,ND00,2013,5/3/2013,8210196
3863,,BERGER,PHILIP EDWARD,JR.,O,NC06,2013,1/2/2014,8213760
3864,,BERGMANN,CHARLOTTE,,O,TN09,2013,12/11/2013,8213650
3865,HONORABLE,BERKLEY,SHELLEY,,T,NV01,2013,1/18/2013,8209694
3866,HONORABLE,BERMAN,HOWARD L.,,T,CA30,2013,2/4/2013,8209799
3867,HONORABLE,BIGGERT,JUDY,,T,IL11,2013,2/6/2013,8209825
3868,HONORABLE,BILBRAY,BRIAN P.,,X,CA52,2013,2/7/2013,8209847
3869,HONORABLE,BILBRAY,BRIAN P.,,T,CA52,2013,2/28/2013,8209914
3870,,BILBRAY-KOHN,ERIN K.,,O,NV03,2013,8/7/2013,8212834
3871,HONORABLE,BILIRAKIS,GUS M.,,O,FL12,2013,5/15/2013,8211969
3872,Mr.,Bilirakis,Gus M.,,O,FL12,2013,7/14/2014,8215976
3873,Mr.,Bilirakis,Gus M.,,X,FL12,2013,5/13/2014,8214884
3874,,BIRCHER,MARK,,O,FL13,2013,12/9/2013,8213632
3875,,BIRMAN,IGOR A.,,O,CA07,2013,10/7/2013,8213195
3876,HONORABLE,BISHOP,ROB,,O,UT01,2013,5/15/2013,8211970
3877,Mr.,Bishop,Rob,,O,UT01,2013,5/15/2014,10002545
3878,HONORABLE,BISHOP,SANFORD D.,JR.,O,GA02,2013,5/9/2013,8211971
3879,Mr.,Bishop,Sanford D.,Jr.,O,GA02,2013,5/7/2014,10001518
3880,HONORABLE,BISHOP,TIMOTHY H.,,O,NY01,2013,5/15/2013,8211972
3881,Mr.,Bishop,Timothy H.,,O,NY01,2013,5/14/2014,8215269
3882,Hon.,Black,Diane,,A,TN06,2013,2/27/2015,9106224
3883,HONORABLE,BLACK,DIANE,,X,TN06,2013,5/17/2013,8210533
3884,HONORABLE,BLACK,DIANE,,A,TN06,2013,7/23/2013,8212629
3885,HONORABLE,BLACK,DIANE,,O,TN06,2013,6/7/2013,8212181
3886,Mrs.,Black,Diane,,A,TN06,2013,7/14/2014,8215977
3887,Mrs.,Black,Diane,,O,TN06,2013,5/13/2014,8215589
3888,Mrs.,Black,Diane,,P,TN06,2013,4/9/2014,8214458
3889,HONORABLE,BLACKBURN,MARSHA,,O,TN07,2013,5/15/2013,8211973
3890,Mrs.,Blackburn,Marsha,,O,TN07,2013,8/12/2014,8216243
3891,Mrs.,Blackburn,Marsha,,X,TN07,2013,5/14/2014,8214949
3892,,BLANDFORD,KEITH WARRICK,,D,SC01,2013,3/27/2013,8210063
3893,,BLUM,RODNEY LELAND,,O,IA01,2013,6/3/2013,9103127
3894,HONORABLE,BLUMENAUER,EARL,,O,OR03,2013,5/23/2013,8211974
3895,Mr.,Blumenauer,Earl,,A,OR03,2013,7/17/2014,10003666
3896,Mr.,Blumenauer,Earl,,O,OR03,2013,5/6/2014,10000705
3897,,BOCCIERI,JOHN A.,,O,OH07,2013,5/22/2013,8210790
3898,,BOCK,JOSEPH,,X,IN02,2013,12/9/2013,8213663
3899,,BOCK,JOSEPH,,O,IN02,2013,2/10/2014,8213999
3900,Hon.,Boehner,John A.,,O,OH08,2013,5/14/2014,10000804
3901,HONORABLE,BOEHNER,JOHN A.,,O,OH08,2013,5/15/2013,8211975
3902,,BOLGER,RICHARD OWEN,,X,VA10,2013,9/4/2013,8213047
3903,,BOLGER,RICHARD OWEN,,O,VA10,2013,12/19/2013,8213682
3904,HONORABLE,BONAMICI,SUZANNE,,O,OR01,2013,5/7/2013,8211976
3905,Ms.,Bonamici,Suzanne,,O,OR01,2013,6/20/2014,10000839
3906,Ms.,Bonamici,Suzanne,,X,OR01,2013,5/7/2014,30000125
3907,,BONGINO,DANIEL,,O,MD06,2013,7/23/2013,8212670
3908,,BONILLA,JORGE L.,JR.,O,FL09,2013,8/1/2013,8212749
3909,,BONNER,JAY  ALAN,,O,FL20,2013,12/6/2013,8213633
3910,HONORABLE,BONNER,JO,,T,AL01,2013,8/26/2013,8213038
3911,HONORABLE,BONNER,JO,,O,AL01,2013,5/15/2013,8211977
3912,HONORABLE,BONO MACK,MARY,,X,CA45,2013,2/7/2013,8209848
3913,HONORABLE,BONO MACK,MARY,,T,CA45,2013,3/26/2013,8210023
3914,HONORABLE,BORDALLO,MADELEINE Z.,,O,GU00,2013,5/14/2013,8211978
3915,Ms.,Bordallo,Madeleine Z.,,O,GU00,2013,5/8/2014,10001246
3916,HONORABLE,BOREN,DAVID DANIEL,,X,OK02,2013,1/11/2013,8209664
3917,HONORABLE,BOREN,DAVID DANIEL,,T,OK02,2013,4/30/2013,8210164
3918,,BOST,MICHAEL J.,,O,IL12,2013,8/7/2013,8212836
3919,,BOSTIC,CURTIS,,O,SC01,2013,5/2/2013,8210209
3920,HONORABLE,BOSWELL,LEONARD L.,,T,IA03,2013,2/6/2013,8209826
3921,,BOTELHO,JOANNA LYNN GARCIA,,X,CA16,2013,11/6/2013,8213409
3922,HONORABLE,BOUSTANY,CHARLES W.,JR.,O,LA03,2013,5/15/2013,9103079
3923,Mr.,Boustany,Charles W.,Jr.,A,LA03,2013,6/18/2014,8215769
3924,Mr.,Boustany,Charles W.,Jr.,O,LA03,2013,5/9/2014,8215270
3925,,BOWDEN,CRAIG RICHARD,,D,UT01,2013,6/20/2013,9103179
3926,,BOYLE,BRENDAN F.,,O,PA13,2013,5/22/2013,8210791
3927,HONORABLE,BRADY,KEVIN,,X,TX08,2013,5/22/2013,8210694
3928,HONORABLE,BRADY,KEVIN,,A,TX08,2013,7/23/2014,8216120
3929,HONORABLE,BRADY,KEVIN,,O,TX08,2013,6/3/2013,8212134
3930,Mr.,Brady,Kevin,,O,TX08,2013,6/11/2014,10003374
3931,HONORABLE,BRADY,ROBERT A.,,O,PA01,2013,5/15/2013,8211980
3932,Mr.,Brady,Robert A.,,A,PA01,2013,8/13/2014,10004155
3933,Mr.,Brady,Robert A.,,O,PA01,2013,5/15/2014,10002003
3934,HONORABLE,BRALEY,BRUCE L.,,X,IA01,2013,4/24/2013,8210149
3935,HONORABLE,BRALEY,BRUCE L.,,A,IA01,2013,5/29/2014,8215624
3936,HONORABLE,BRALEY,BRUCE L.,,O,IA01,2013,6/24/2013,8212365
3937,HONORABLE,BRALEY,BRUCE L.,,A,IA01,2013,8/13/2013,8212933
3938,Mr.,Braley,Bruce L.,,A,IA01,2013,7/14/2014,10003645
3939,Mr.,Braley,Bruce L.,,O,IA01,2013,5/29/2014,10001106
3940,Mr.,Braley,Bruce L.,,X,IA01,2013,5/19/2014,30000442
3941,,BRANDON,MARCUS,,O,NC08,2013,10/10/2013,8213196
3942,,BRASHEAR-MODICA,JERRY LEE,,D,TX30,2013,11/22/2013,8213543
3943,,BREWER,THOMAS HILL,,O,AR03,2013,12/4/2013,8213600
3944,HONORABLE,BRIDENSTINE,JIM,,O,OK01,2013,5/14/2013,8211981
3945,Mr.,Bridenstine,Jim,,A,OK01,2013,6/19/2014,8215816
3946,Mr.,Bridenstine,Jim,,O,OK01,2013,5/12/2014,10001954
3947,,BRIKHO,GEORGE,,O,MI09,2013,5/20/2013,8210795
3948,,BROOKE,WILLIAM W.,,X,AL06,2013,1/7/2014,8213772
3949,,BROOKE,WILLIAM W.,,O,AL06,2013,2/10/2014,8214000
3950,DR.,BROOKS,JANIS C.,,O,PA02,2013,12/26/2013,8213715
3951,HONORABLE,BROOKS,MO,,A,AL05,2013,7/8/2013,8212475
3952,HONORABLE,BROOKS,MO,,O,AL05,2013,5/8/2013,8211982
3953,Mr.,Brooks,Mo,,A,AL05,2013,7/9/2014,10003589
3954,Mr.,Brooks,Mo,,O,AL05,2013,5/13/2014,10001851
3955,HONORABLE,BROOKS,SUSAN W.,,A,IN05,2013,6/18/2013,8212333
3956,HONORABLE,BROOKS,SUSAN W.,,O,IN05,2013,5/15/2013,8211983
3957,Mrs.,Brooks,Susan W.,,A,IN05,2013,7/18/2014,10003736
3958,Mrs.,Brooks,Susan W.,,A,IN05,2013,8/4/2014,10003778
3959,Mrs.,Brooks,Susan W.,,O,IN05,2013,5/9/2014,10000593
3960,Hon.,Broun,Paul C.,,O,GA10,2013,7/16/2014,8215978
3961,Hon.,Broun,Paul C.,,X,GA10,2013,5/15/2014,8214957
3962,HONORABLE,BROUN,PAUL C.,,O,GA10,2013,5/14/2013,8211985
3963,Hon.,Brown,Corrine,,A,FL05,2013,4/16/2015,9106314
3964,HONORABLE,BROWN,CORRINE,,O,FL05,2013,5/15/2013,8211984
3965,Ms.,Brown,Corrine,,O,FL05,2013,5/15/2014,8215271
3966,,BROWN,THEODIS,JR.,D,MO08,2013,4/30/2013,8210185
3967,,BROWN,THOMAS EDISON,,O,GA04,2013,10/4/2013,8213288
3968,HONORABLE,BROWNLEY,JULIA,,O,CA26,2013,5/15/2013,8211986
3969,Ms.,Brownley,Julia,,A,CA26,2013,8/13/2014,10004113
3970,Ms.,Brownley,Julia,,O,CA26,2013,5/15/2014,10001573
3971,,BROWNSBERGER,WILLIAM N.,,O,MA05,2013,3/14/2013,8210796
3972,,BUCHAL,JAMES LAURENCE,,D,OR03,2013,11/27/2013,8213613
3973,HONORABLE,BUCHANAN,VERN,,O,FL16,2013,5/15/2013,8212207
3974,Mr.,Buchanan,Vern,,O,FL16,2013,5/13/2014,8215297
3975,HONORABLE,BUCSHON,LARRY,,A,IN08,2013,12/13/2013,8213638
3976,HONORABLE,BUCSHON,LARRY,,O,IN08,2013,5/14/2013,9103077
3977,Mr.,Bucshon,Larry,,O,IN08,2013,5/15/2014,8215273
3978,HONORABLE,BUERKLE,ANN MARIE,,X,NY25,2013,2/6/2013,8209807
3979,HONORABLE,BUERKLE,ANN MARIE,,X,NY25,2013,4/4/2013,9102243
3980,HONORABLE,BURGESS,MICHAEL C.,,A,TX26,2013,8/1/2014,8216128
3981,HONORABLE,BURGESS,MICHAEL C.,,O,TX26,2013,5/15/2013,8211987
3982,Mr.,Burgess,Michael C.,,O,TX26,2013,8/1/2014,10001420
3983,Mr.,Burgess,Michael C.,,X,TX26,2013,5/13/2014,30000153
3984,HONORABLE,BURTON,DAN,,T,IN05,2013,3/12/2013,8209964
3985,,BUSCH,ELIZABETH COLBERT,,O,SC01,2013,3/20/2013,8209990
3986,,BUSSLER,JIM,,D,MI06,2013,9/18/2013,8213142
3987,HONORABLE,BUSTOS,CHERI,,O,IL17,2013,5/15/2013,8211988
3988,Mrs.,Bustos,Cheri,,A,IL17,2013,7/22/2014,8216062
3989,Mrs.,Bustos,Cheri,,O,IL17,2013,5/12/2014,8215274
3990,Mr.,Butterfield,G. K.,,O,NC01,2013,5/2/2014,10000990
3991,HONORABLE,BUTTERFIELD,G.K.,,O,NC01,2013,5/15/2013,8211989
3992,,BYRNE,BRADLEY ROBERTS,,O,AL01,2013,7/10/2013,8212540
3993,,BYRNES,PAM,,X,MI07,2013,8/5/2013,8212799
3994,,BYRNES,PAM,,O,MI07,2013,11/14/2013,8213485
3995,,CAIN,EMILY ANN,,O,ME02,2013,7/24/2013,8212671
3996,,CALLIS,ANN,,O,IL13,2013,7/17/2013,8212623
3997,HONORABLE,CALVERT,KEN,,O,CA42,2013,5/10/2013,8211990
3998,Mr.,Calvert,Ken,,O,CA42,2013,5/8/2014,10001613
3999,HONORABLE,CAMP,DAVE,,O,MI04,2013,5/14/2013,8211991
4000,HONORABLE,CAMP,DAVE,,A,MI04,2013,7/9/2013,8212505
4001,HONORABLE,CAMP,DAVE,,A,MI04,2013,5/7/2014,8214690
4002,Mr.,Camp,Dave,,O,MI04,2013,6/17/2014,10001486
4003,Mr.,Camp,Dave,,X,MI04,2013,5/16/2014,9105216
4004,Hon.,Campbell,John,,O,CA45,2013,4/30/2014,10000499
4005,HONORABLE,CAMPBELL,JOHN,,O,CA45,2013,5/7/2013,8211992
4006,,CANNON,JERRY,,X,MI01,2013,9/9/2013,8213092
4007,,CANNON,JERRY,,O,MI01,2013,10/11/2013,8213245
4008,HONORABLE,CANSECO,"FRANCISCO ""QUICO""",,T,TX23,2013,2/7/2013,8209827
4009,,CANSECO,FRANCISCO RAUL,,O,TX23,2013,7/1/2014,8215890
4010,HONORABLE,CANTOR,ERIC,,O,VA07,2013,5/15/2013,8211993
4011,Hon.,Cantor,Eric Ivan,,A,VA07,2013,7/21/2014,10003779
4012,Hon.,Cantor,Eric Ivan,,O,VA07,2013,5/10/2014,10001118
4013,Hon.,Capito,Shelley Moore,,A,WV02,2013,5/15/2015,9106585
4014,Hon.,Capito,Shelley Moore,,O,WV02,2013,5/15/2014,10001281
4015,HONORABLE,CAPITO,SHELLEY MOORE,,O,WV02,2013,5/14/2013,8211994
4016,HONORABLE,CAPPS,LOIS,,O,CA24,2013,5/15/2013,8211995
4017,Mrs.,Capps,Lois,,A,CA24,2013,8/11/2014,10004053
4018,Mrs.,Capps,Lois,,O,CA24,2013,5/13/2014,10001312
4019,HONORABLE,CAPUANO,MICHAEL E.,,O,MA07,2013,5/14/2013,8211996
4020,Mr.,Capuano,Michael E.,,O,MA07,2013,5/5/2014,10000969
4021,,CARAWAY,BARBARA LEN MALLORY,,O,TX30,2013,2/5/2014,8214001
4022,Hon.,Cardenas,Tony,,A,CA29,2013,5/14/2015,10007192
4023,Hon.,Cardenas,Tony,,O,CA29,2013,5/14/2014,10001733
4024,HONORABLE,CARDENAS,TONY,,O,CA29,2013,5/15/2013,9103080
4025,,Carlile,Douglas A.,,C,TX15,2013,1/26/2014,10000022
4026,HONORABLE,CARNAHAN,JOHN RUSSELL,,T,MO03,2013,1/31/2013,8209748
4027,HONORABLE,CARNEY,JOHN C.,JR.,O,DE00,2013,5/15/2013,8211998
4028,Mr.,Carney,John C.,Jr.,O,DE00,2013,6/16/2014,10002054
4029,Mr.,Carney,John C.,Jr.,X,DE00,2013,5/15/2014,8214956
4030,Mr.,Carney,John C.,Jr.,X,DE00,2013,5/15/2014,30000279
4031,HONORABLE,CARSON,ANDRE,,O,IN07,2013,5/15/2013,8211997
4032,Mr.,Carson,André,,A,IN07,2013,8/11/2014,10003990
4033,Mr.,Carson,André,,O,IN07,2013,5/15/2014,10002544
4034,,CARTER,EARL LEROY,,O,GA01,2013,6/10/2013,8212200
4035,,CARTER,JAMES DARWIN,,O,GA01,2013,8/5/2013,8212793
4036,Hon.,Carter,John R.,,A,TX31,2013,5/12/2017,10016833
4037,HONORABLE,CARTER,JOHN R.,,X,TX31,2013,5/17/2013,8210534
4038,HONORABLE,CARTER,JOHN R.,,O,TX31,2013,6/14/2013,8212291
4039,Mr.,Carter,John R.,,O,TX31,2013,5/8/2014,10001091
4040,HONORABLE,CARTWRIGHT,MATT,,O,PA17,2013,5/15/2013,8211999
4041,Mr.,Cartwright,Matt,,O,PA17,2013,5/15/2014,8215478
4042,,CASEY,GEORGE NICHOLAS,JR.,O,WV02,2013,5/23/2013,8210771
4043,HONORABLE,CASSIDY,BILL,,O,LA06,2013,5/14/2013,8212000
4044,Dr.,Cassidy,William M.,,O,LA06,2013,5/13/2014,10001414
4045,HONORABLE,CASTOR,KATHY,,A,FL14,2013,5/9/2014,8214870
4046,HONORABLE,CASTOR,KATHY,,O,FL14,2013,5/15/2013,8212001
4047,Ms.,Castor,Kathy,,O,FL14,2013,5/9/2014,10000930
4048,HONORABLE,CASTRO,JOAQUIN,,O,TX20,2013,5/15/2013,8212002
4049,Mr.,Castro,Joaquin,,A,TX20,2013,6/27/2014,8215848
4050,Mr.,Castro,Joaquin,,A,TX20,2013,7/11/2014,8215979
4051,Mr.,Castro,Joaquin,,O,TX20,2013,5/15/2014,8215479
4052,,CENTILLI,DOUG,,O,TX36,2013,2/10/2014,8215790
4053,HONORABLE,CHABOT,STEVE,,O,OH01,2013,5/15/2013,8212003
4054,HONORABLE,CHABOT,STEVE,,A,OH01,2013,7/10/2013,9103182
4055,Mr.,Chabot,Steve,,O,OH01,2013,5/9/2014,10001695
4056,HONORABLE,CHAFFETZ,JASON,,O,UT03,2013,5/15/2013,8212004
4057,Mr.,Chaffetz,Jason,,A,UT03,2013,7/2/2014,10003483
4058,Mr.,Chaffetz,Jason,,O,UT03,2013,5/9/2014,10001521
4059,HONORABLE,CHANDLER,ALBERT BENJAMIN,III,T,KY06,2013,2/4/2013,8209790
4060,,CHANG,STANLEY,,O,HI01,2013,10/22/2013,8213289
4061,,CHAPMAN,JEFF,,O,GA01,2013,7/24/2013,8212672
4062,,Chapman,John C.,,C,MA09,2013,5/2/2014,8214659
4063,,Chapman,John C.,,X,MA09,2013,,8213991
4064,,CHEW,ROBIN LEO,,O,CA18,2013,10/7/2013,8213197
4065,,CHO,ROY,,O,NJ05,2013,6/3/2013,9103128
4066,,CHOI,JUN,,O,NJ07,2013,5/23/2013,8210797
4067,HONORABLE,CHRISTENSEN,DONNA M.,,O,VI00,2013,5/15/2013,8212005
4068,Mrs.,Christensen,Donna M.,,O,VI00,2013,5/8/2014,10001096
4069,,CHRISTOPHER,WARREN,,O,MD04,2013,12/11/2013,8213651
4070,Hon.,Chu,Judy,,A,CA27,2013,4/22/2015,9106359
4071,Hon.,Chu,Judy,,A,CA27,2013,6/24/2015,9107212
4072,Hon.,Chu,Judy,,A,CA27,2013,6/24/2015,9107213
4073,HONORABLE,CHU,JUDY,,A,CA27,2013,5/19/2014,8215257
4074,HONORABLE,CHU,JUDY,,O,CA27,2013,5/15/2013,8212006
4075,Ms.,Chu,Judy,,O,CA27,2013,5/15/2014,10002119
4076,HONORABLE,CICILLINE,DAVID N.,,O,RI01,2013,5/15/2013,8212007
4077,Mr.,Cicilline,David N.,,O,RI01,2013,5/15/2014,10002052
4078,,CLARK,KATHERINE,,A,MA05,2013,6/26/2014,8215845
4079,,CLARK,KATHERINE,,O,MA05,2013,6/6/2013,9103129
4080,Hon.,Clark,Katherine M.,,A,MA05,2013,3/23/2015,10004959
4081,Hon.,Clark,Katherine M.,,A,MA05,2013,9/17/2015,10008646
4082,Hon.,Clark,Katherine M.,,O,MA05,2013,8/12/2014,8216244
4083,Hon.,Clark,Katherine M.,,X,MA05,2013,5/12/2014,8214826
4084,HONORABLE,CLARKE,HANSEN,,T,MI13,2013,2/7/2013,8209828
4085,Hon.,Clarke,Yvette D.,,A,NY09,2013,7/30/2015,9107367
4086,HONORABLE,CLARKE,YVETTE D.,,X,NY09,2013,5/10/2013,8210309
4087,HONORABLE,CLARKE,YVETTE D.,,O,NY09,2013,8/2/2013,8212760
4088,HONORABLE,CLARKE,YVETTE D.,,A,NY09,2013,10/9/2013,8213206
4089,Ms.,Clarke,Yvette D.,,O,NY09,2013,8/1/2014,8216137
4090,Ms.,Clarke,Yvette D.,,X,NY09,2013,5/19/2014,9105248
4091,Ms.,Clarke,Yvette D.,,X,NY09,2013,7/16/2014,8215956
4092,HONORABLE,CLAY,WM. LACY,,O,MO01,2013,5/8/2013,8212008
4093,Mr.,Clay,Wm. Lacy,,A,MO01,2013,7/16/2014,8216022
4094,Mr.,Clay,Wm. Lacy,,O,MO01,2013,5/9/2014,8215489
4095,,Cleary,Brenda Lewis,,C,NC13,2013,5/22/2014,8215287
4096,HONORABLE,CLEAVER,EMANUEL,,O,MO05,2013,5/15/2013,8212009
4097,Mr.,Cleaver,Emanuel,,O,MO05,2013,5/15/2014,10000725
4098,,CLEMENS,PETER C.,,O,UT01,2013,10/10/2013,8213198
4099,,CLEMENTS,PAUL COLIN,,D,MI06,2013,1/25/2013,8209737
4100,,CLEMENTS,PAUL COLIN,,O,MI06,2013,5/23/2013,9102771
4101,HONORABLE,CLYBURN,JAMES E.,,O,SC06,2013,5/9/2013,8212010
4102,Mr.,Clyburn,James E.,,O,SC06,2013,5/13/2014,10001609
4103,Hon.,Coble,Howard,,A,NC06,2013,7/15/2014,10003683
4104,Hon.,Coble,Howard,,A,NC06,2013,7/15/2014,10003684
4105,Hon.,Coble,Howard,,A,NC06,2013,7/16/2014,8216023
4106,Hon.,Coble,Howard,,O,NC06,2013,5/15/2014,10002183
